"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"KERESLEY END LTD","13668515","Active","Private limited company","","","","32990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","32","2021","10","8","","","","52.47162","-2.05652",
"LUXE TRAINING AND TANNING LTD","13668578","Active","Private limited company","","","","96020","13 Market Square High Street Cradley Heath B64 5HH","B64 5HH","96","2021","10","8","","","","52.47137","-2.08332",
"RI HOWE LTD","13647077","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","9","28","","","","52.47162","-2.05652",
"IQ PAYNE LTD","13647465","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","9","28","","","","52.47162","-2.05652",
"RN LEA LTD","13649654","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","29","","","","52.47162","-2.05652",
"ALDVROUGH JOHN LTD","13654526","Active","Private limited company","","","","49410","First Floor Offices Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","30","","","","52.47162","-2.05652",
"CJ HIRST LTD","13659958","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","10","4","","","","52.47162","-2.05652",
"XT TURNBULL LTD","13679387","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2021","10","14","","","","52.47162","-2.05652",
"XR WALLER LTD","13685877","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","10","18","","","","52.47162","-2.05652",
"YD JOHN LTD","13687841","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","10","19","","","","52.47162","-2.05652",
"XT SINGH LTD","13688976","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","10","19","","","","52.47162","-2.05652",
"DE & NE LTD","13690405","Active","Private limited company","","","","56103","55 Pilkington Way Cradley Heath B64 5RB","B64 5RB","56","2021","10","20","","","","52.4879121","-2.0635951",
"XW GOODWIN LTD","13692093","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","10","20","","","","52.47162","-2.05652",
"ARC ELECTRICAL UK SERVICES LIMITED","13506933","Active","Private limited company","","","","33140 43210","Office 1 162 Halesowen Road Old Hill Cradley Heath B64 5RR","B64 5RR","33 43","2021","7","12","","","","52.4776172","-2.0685021",
"ALLENSFORD LTD","13509927","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","7","14","","","","52.47162","-2.05652",
"CHADDESDEN LTD","13509752","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","7","14","","","","52.47162","-2.05652",
"JB SKINNER LTD","13512334","Active","Private limited company","","","","82920","First Floor 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","7","15","","","","52.47162","-2.05652",
"UP MARDEN LTD","13549972","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","8","5","","","","52.47162","-2.05652",
"MAC METAL TRADING LIMITED","13703561","Active","Private limited company","","","","46720","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","46","2021","10","26","","","","52.4721103","-2.082174",
"KITTYWELL LTD","13704615","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","10","26","","","","52.47162","-2.05652",
"KM WORRALL LTD","13709494","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","10","28","","","","52.47162","-2.05652",
"UPPER DENBY LTD","13729804","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2021","11","8","","","","52.47162","-2.05652",
"VM SHEIKH LTD","13735971","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2021","11","10","","","","52.47162","-2.05652",
"HADE EDGE LTD","13736879","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","52","2021","11","11","","","","52.47162","-2.05652",
"EC SUTCLIFFE LTD","13739759","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","11","12","","","","52.47162","-2.05652",
"EI ENGLISH LTD","13746156","Active","Private limited company","","","","52219","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2021","11","16","","","","52.47162","-2.05652",
"COFFINSWELL LTD","13606650","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","9","7","","","","52.47162","-2.05652",
"SOLAR EXPERTS SOLUTIONS LTD","13434650","Active","Private limited company","","","","71111","80 Perry Park Road Cradley Heath B64 6RP","B64 6RP","71","2021","6","2","","","","52.4724725","-2.0504633",
"N.C.S. LEISURE ENTERPRISES LIMITED","9739152","Active","Private limited company","","","","90040","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","90","2015","8","19","","","","52.4721103","-2.082174",
"BIG BOAT TRANSPORT LIMITED","10828482","Active","Private limited company","","","","49410","Natwest Chambers 143/146 High Street Cradley Heath B64 5HJ","B64 5HJ","49","2017","6","21","","","","52.4721103","-2.082174",
"HADEN CROSS PUB LIMITED","11023441","Active","Private limited company","","","","56302","Haden Cross Halesowen Road Cradley Heath B64 7JD","B64 7JD","56","2017","10","20","","","","52.465125","-2.0570282000000004",
"CRANE RAIL (HOLDINGS) LIMITED","9380793","Active","Private limited company","","","","68209","Crane Rail (Holdings) Limited Portersfield Road Cradley Heath B64 7BN","B64 7BN","68","2015","1","9","","","","52.46861","-2.08195",
"FREDERICKSON WILLIAMS & CO LIMITED","4553628","Active","Private limited company","","","","69201 69203","107 High Haden Road Cradley Heath West Midlands B64 7PW","B64 7PW","69 ","2002","10","4","","","","52.4679075","-2.0528207",
"PURPLE PENGUIN MARKETING LIMITED","13125995","Active","Private limited company","","","","82990","1 Market Square High Street Cradley Heath B64 5HH","B64 5HH","82","2021","1","11","","","","52.47137","-2.08332",
"PERFORMANCE SCAFFOLDING NORTHERN LIMITED","8057187","Active","Private limited company","","","","99999","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","99","2012","5","3","","","","52.4740899","-2.05695",
"ORCHARD COACHING AND CONSULTING LTD","12451824","Active","Private limited company","","","","70229","152 Halesowen Road Cradley Heath B64 5LP","B64 5LP","70","2020","2","10","","","","52.4781926","-2.0687223999999995",
"STEVENS SISTERS LIMITED","8706201","Active","Private limited company","","","","96020","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","96","2013","9","25","","","","52.4736945","-2.0792254",
"JAJO GROUNDWORKS LTD","4590678","Active","Private limited company","","","","42110","29 Tinsley Avenue Cradley Heath West Midlands B64 5JD","B64 5JD","42","2002","11","14","","","","52.4760768","-2.0720457",
"J HICKTON PROPERTIES LTD","12458966","Active","Private limited company","","","","68209","Whitmore House 8-11 Lower High Street Cradley Heath B64 5AB","B64 5AB","68","2020","2","12","","","","52.470372857142856","-2.0868434285714286",
"INDUSTRIAL COMBUSTION ENGINEERS LIMITED","1835648","Active","Private limited company","","","","96090","72 Bannister Street Cradley Heath Warley B64 5EQ","B64 5EQ","96","1984","7","24","","","","52.47684","-2.07828",
"UNIFIRE & SECURITY LIMITED","6099549","Active","Private limited company","","","","82990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","82","2007","2","13","","","","52.4679152","-2.0834629",
"FOUNDRY PROPERTY INVESTMENTS LIMITED","11424055","Active","Private limited company","","","","68209","C/O Westley Group Limited Doulton Road Cradley Heath B64 5QS","B64 5QS","68","2018","6","20","","","","52.46875","-2.04584",
"MEIGHS LIMITED","5181993","Active","Private limited company","","","","24540","C/O Westley Group Limited Doulton Road Cradley Heath B64 5QS","B64 5QS","24","2004","7","16","","","","52.46875","-2.04584",
"S A MOTORS LTD","11170213","Active","Private limited company","","","","45112","Unit 3 Bannister Street Cradley Heath B64 5EQ","B64 5EQ","45","2018","1","25","","","","52.4764498","-2.0790565",
"WELLSBOROUGH LTD","13640885","Active","Private limited company","","","","32990","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","32","2021","9","24","","","","52.47162","-2.05652",
"EI AINSWORTH LTD","13620050","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","14","","","","52.47162","-2.05652",
"CARRAN EAST LTD","13622719","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","15","","","","52.47162","-2.05652",
"FG BARR LTD","13628386","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","17","","","","52.47162","-2.05652",
"EM KNOWLES LTD","13623152","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","15","","","","52.47162","-2.05652",
"HL WILDENTIX LTD","13653520","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","9","30","","","","52.47162","-2.05652",
"JIF FASTENERS LIMITED","4704413","Active","Private limited company","","","","25930","C/O Jb Products Ltd Corngreaves Road Cradley Heath B64 7DA","B64 7DA","25","2003","3","19","","","","52.4679185","-2.0778396",
"ASHTONS BUSINESS SERVICES LIMITED","4274482","Active","Private limited company","","","","69201","152 Halesowen Road Cradley Heath West Midlands B64 5LP","B64 5LP","69","2001","8","21","","","","52.4781926","-2.0687223999999995",
"DOMONEY LIMITED","4674417","Active","Private limited company","","","","93290","C/O Neal And Co Business Services Limited Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","93","2003","2","21","","","","52.4689564","-2.0851979",
"COMMERCIAL & DOMESTIC APPLIANCE SERVICE LIMITED","8367393","Active","Private limited company","","","","96090","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","96","2013","1","21","","","","52.4721103","-2.082174",
"NJ GOULD LTD","13661213","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2021","10","5","","","","52.47162","-2.05652",
"PART TRADER LIMITED","3717153","Active","Private limited company","","","","62090","Advance House Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","62","1999","2","22","","","","52.4740899","-2.05695",
"GREAVAFINE LTD","13656519","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","10","1","","","","52.47162","-2.05652",
"WY DANIEL LTD","13656180","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","10","1","","","","52.47162","-2.05652",
"BISSOEPOOL LTD","13656269","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","49","2021","10","1","","","","52.47162","-2.05652",
"CMT PROPERTIES LIMITED","12504354","Active","Private limited company","","","","68209","Cmt Properties Ltd Corngreaves Road Cradley Heath B64 7DG","B64 7DG","68","2020","3","9","","","","52.4670862","-2.0776047",
"ANCHORING INTERNATIONAL LIMITED","2691042","Active","Private limited company","","","","99999","C/O Griffin-Woodhouse Limited Woods Lane Cradley Heath B64 7AR","B64 7AR","99","1992","2","26","","","","52.46901","-2.091",
"BETONIA IT LIMITED","9449875","Active","Private limited company","","","","62020","152 Halesowen Road Cradley Heath B64 5LP","B64 5LP","62","2015","2","20","","","","52.4781926","-2.0687223999999995",
"GROSVENOR COURT (WOLVERHAMPTON) RESIDENTS ASSOCIATION LIMITED","4540243","Active","Private limited by guarantee without share capital","","","","68320","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","68","2002","9","19","","","","52.4736945","-2.0792254",
"EXCLUSIVE PLUMBING & GAS LTD","13406704","Active","Private limited company","","","","43220","98 Newpool Road Cradley Heath Birmingham B64 5BY","B64 5BY","43","2021","5","18","","","","52.47154","-2.09316",
"FORMTEXX LIMITED","6787643","Active","Private limited company","","","","25110","Oak Street Cradley Heath Warley B64 5JY","B64 5JY","25","2009","1","9","","","","52.47612","-2.0754",
"K F BELL & SON LIMITED","12035868","Active","Private limited company","","","","49410","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","49","2019","6","6","","","","52.4740899","-2.05695",
"WORCESTER INDUSTRIAL DOORS LIMITED","5722824","Active","Private limited company","","","","25120","Unit 3 Providence Street Cradley Heath B64 5DR","B64 5DR","25","2006","2","27","","","","52.473777","-2.081461",
"TIMMINGTON INTERNATIONAL GROUP HOLDINGS LIMITED","2723357","Active","Private limited company","","","","99999","C/O Griffin-Woodhouse Limited Woods Lane Cradley Heath B64 7AR","B64 7AR","99","1992","6","16","","","","52.46901","-2.091",
"NATIONAL CRICKET CONFERENCE","8883773","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","93199","Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","93","2014","2","10","","","","52.4689564","-2.0851979",
"SMART ESHOP LTD","12855917","Active","Private limited company","","","","47421","30 High Street Cradley Heath B64 5HL","B64 5HL","47","2020","9","3","","","","52.471944","-2.08229",
"API PROPERTIES LIMITED","10177087","Active","Private limited company","","","","96090","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","96","2016","5","12","","","","52.4721103","-2.082174",
"HALESOWEN BUILDING SERVICES LIMITED","9609686","Active","Private limited company","","","","43390","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2015","5","27","","","","52.4721103","-2.082174",
"CARRY ON TYRE'S LIMITED","9532304","Active","Private limited company","","","","45320","115 Powke Lane Cradley Heath B64 5PX","B64 5PX","45","2015","4","8","","","","52.4802852","-2.0578961",
"ROB NEWEY BUTCHERS LIMITED","9982508","Active","Private limited company","","","","47220","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","47","2016","2","2","","","","52.4721103","-2.082174",
"GTD DRIVING SCHOOL LTD","13240753","Active","Private limited company","","","","85530","18 Compton Road Cradley Heath B64 5BB","B64 5BB","85","2021","3","3","","","","52.4727633","-2.0874706",
"RWH PROPERTY LIMITED","11242840","Active","Private limited company","","","","68209","Whitmore House 8-11 Lower High Street Cradley Heath West Midlands B64 5AB","B64 5AB","68","2018","3","8","","","","52.4705164","-2.088291",
"VH SURFACES LIMITED","10627087","Active","Private limited company","","","","31020","Unit 20 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","31","2017","2","20","","","","52.47400345","-2.057472255288384",
"BRITANNIA BAKERIES LIMITED","4653639","Active","Private limited company","","","","47240","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","47","2003","1","31","","","","52.4736945","-2.0792254",
"AUTOMOTIVELY LIMITED","11827850","Active","Private limited company","","","","45200","Unit 11 Peacocks Industrial Estate Providence Street Cradley Heath B64 5DG","B64 5DG","45","2019","2","14","","","","52.47516","-2.0823",
"D. S. SURFACING LIMITED","6220475","Active","Private limited company","","","","99999","1 Vestry Close Cradley Heath West Midlands B64 6JY","B64 6JY","99","2007","4","20","","","","52.474093","-2.0638898",
"EDMUNDS BROS PROPERTIES LIMITED","10166805","Active","Private limited company","","","","68209","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","68","2016","5","6","","","","52.4721103","-2.082174",
"DEPENDABLE CARE LLP","OC397435","Active","Limited liability partnership","","",""," ","204 Halesowen Road Old Hill Cradley Heath B64 6HN","B64 6HN","","2015","1","12","","","","52.47562","-2.0679599",
"SAFETY AND ACCESS LIMITED","2560824","Active","Private limited company","","","","74909","Unit 2a Cradley Business Park Overend Road Cradley Heath B64 7DW","B64 7DW","74","1990","11","21","","","","52.46419","-2.07869",
"J&D RENOVATIONS LTD","9572002","Active","Private limited company","","","","43999","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","43","2015","5","1","","","","52.4679152","-2.0834629",
"ROBERT BULL LIMITED","6832455","Active","Private limited company","","","","43999","5 Lee Road Cradley Heath Warley B64 7HS","B64 7HS","43","2009","2","27","","","","52.4684","-2.06372",
"DEFY SOCIAL LTD","13468868","Active","Private limited company","","","","70210 73120","14 Spinners End Drive Cradley Heath B64 5LG","B64 5LG","70 73","2021","6","21","","","","52.4743311","-2.0768036",
"PLASPORT RECYCLING LTD","12032055","Active","Private limited company","","","","46180","Unit 11  Bays 1&2 Coxs Lane Cradley Heath B64 5QT","B64 5QT","46","2019","6","4","","","","52.48207","-2.06315",
"ILIAS TTM LTD","10618205","Active","Private limited company","","","","82990","Natwest Chambers 143 146 High Street Cradley Heath B64 5HJ","B64 5HJ","82","2017","2","14","","","","52.4721103","-2.082174",
"ARLECROFT LIMITED","2431503","Active","Private limited company","","","","74990","18a Whitehall Road Cradley Heath B64 5BG","B64 5BG","74","1989","10","11","","","","52.4718569","-2.0866388",
"UNISANT LIMITED","972979","Active","Private limited company","","","","68201","P.O. Box 65 Powke Lane Cradley Heath B64 5PP","B64 5PP","68","1970","2","20","","","","52.48027","-2.0575639",
"SAMUEL LEWIS LIMITED","334669","Active","Private limited company","","","","33120","P O Box 65 Powke Lane Cradley Heath Warley B64 5PP","B64 5PP","33","1937","12","13","","","","52.46875","-2.04584",
"BRIT HAULAGE LTD","12480017","Active","Private limited company","","","","49410","127 High Haden Road Cradley Heath B64 7PW","B64 7PW","49","2020","2","24","","","","52.4679075","-2.0528207",
"NEAL AND CO PROBATE SERVICES LIMITED","12946603","Active","Private limited company","","","","74909","Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","74","2020","10","13","","","","52.4689564","-2.0851979",
"NETWORK ANALYSIS SERVICES LIMITED","5245269","Active","Private limited company","","","","70229","C/O Neal And Co Business Services Ltd Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","70","2004","9","29","","","","52.4689564","-2.0851979",
"SARA MIB LTD","12089306","Active","Private limited company","","","","49410","127 Timbertree Crescent Cradley Heath B64 7NR","B64 7NR","49","2019","7","6","","","","52.4631075","-2.0719249",
"LHC MACHINING LIMITED","7072039","Active","Private limited company","","","","25620","Unit 34 Sapcote Trading Centre Powke Lane Cradley Heath B64 5QR","B64 5QR","25","2009","11","11","","","","52.48369","-2.06297",
"EVERCUT TOOLS LIMITED","1798788","Active","Private limited company","","","","25730","Suite A Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","25","1984","3","9","","","","52.4736945","-2.0792254",
"ALCOTT & ARGYLE MANAGEMENT LIMITED","11258596","Active","Private limited company","","","","68320","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","68","2018","3","16","","","","52.47400345","-2.057472255288384",
"THE PAVER SAVER LTD","11846861","Active","Private limited company","","","","81229","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","81","2019","2","26","","","","52.4721103","-2.082174",
"BEAUTIFUL ROSE LIMITED","10976430","Active","Private limited company","","","","96020 96090","61 Reddal Hill Road Cradley Heath B64 5JT","B64 5JT","96 ","2017","9","22","","","","52.475523","-2.074694",
"CSM GLOBAL SOLUTIONS LIMITED","9853607","Active","Private limited company","","","","68209 71121","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","68 71","2015","11","3","","","","52.4736945","-2.0792254",
"CENTRE POINT CONVENIENCE STORE (UK) LIMITED","6231125","Active","Private limited company","","","","47110","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","47","2007","4","30","","","","52.4721103","-2.082174",
"RIDGE ELECTRICAL AND MAINTENANCE LIMITED","7565891","Active","Private limited company","","","","43210","C/O Neal & Co Shakespeare Buildings Cradley Road Cradley Heath B64 6AG","B64 6AG","43","2011","3","16","","","","52.4702806","-2.0849676",
"JSA CONSTRUCT LTD","9792926","Active","Private limited company","","","","43390","Unit 5 Broadwyn Trading Estate Waterfall Lane Cradley Heath B64 6PS","B64 6PS","43","2015","9","24","","","","52.47245","-2.05733",
"ENTERPRISE GRINDING LTD","4542049","Active","Private limited company","","","","25990","Unit 20 Sapcote Trading Centre Powke Lane Cradley Heath B64 5QR","B64 5QR","25","2002","9","23","","","","52.48369","-2.06297",
"EMKAY SECURITY LTD","13003513","Active","Private limited company","","","","78109","Unit 1 76 Graingers Lane Cradley Heath B64 7BS","B64 7BS","78","2020","11","9","","","","52.4687399","-2.07933",
"DJW AUTO DESIGN LIMITED","3027804","Active","Private limited company","","","","96090","152 Halesowen Road Old Hill Cradley Heath B64 5LP","B64 5LP","96","1995","3","1","","","","52.4781926","-2.0687223999999995",
"THE TERRACE MANAGEMENT COMPANY LIMITED","4014384","Active","Private limited company","","","","98000","26 Halesowen Road Cradley Heath B64 5NL","B64 5NL","98","2000","6","14","","","","52.4804765","-2.069496",
"JUKE BOX SALES LIMITED","6834335","Active","Private limited company","","","","47799","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","47","2009","3","3","","","","52.4721103","-2.082174",
"ZYRINGHAM LTD","13609862","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","9","8","","","","52.47162","-2.05652",
"INFINITY EDGE SOLUTIONS LTD","10364703","Active","Private limited company","","","","82990","3 Plant Street Cradley Heath West Midlands B64 6EZ","B64 6EZ","82","2016","9","8","","","","52.4741999","-2.0751068",
"JOHN HADLEY COMMERCIALS LIMITED","8466714","Active","Private limited company","","","","45200","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","45","2013","3","28","","","","52.4679152","-2.0834629",
"PURE GLOW AESTHETICS LTD","13455245","Active","Private limited company","","","","96020","31 Wycherley Way Cradley Heath B64 6DA","B64 6DA","96","2021","6","14","","","","52.47100539999999","-2.0706066",
"AVASTHI GROUP LTD","9537450","Active","Private limited company","","","","68209","Unit 1 Central Avenue Corngreaves Industrial Estate Cradley Heath B64 7BY","B64 7BY","68","2015","4","13","","","","52.46702","-2.08122",
"PQ BROWNE LTD","13654116","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2021","9","30","","","","52.47162","-2.05652",
"SWIFTLINKS LTD","12658875","Active","Private limited company","","","","61900","Unit 4 76 Graingers Lane Cradley Heath B64 7BS","B64 7BS","61","2020","6","10","","","","52.4687399","-2.07933",
"JHL CONSTRUCTION LIMITED","12048927","Active","Private limited company","","","","41202 43290 43390","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","41 43 ","2019","6","13","","","","52.4721103","-2.082174",
"FLAME DESIGN STUDIO LTD","13322468","Active","Private limited company","","","","47599","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","47","2021","4","8","","","","52.4679152","-2.0834629",
"P S BRACEWELL EXCAVATOR SERVICES LIMITED","10231146","Active","Private limited company","","","","77320","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","77","2016","6","14","","","","52.47400345","-2.057472255288384",
"ACORN OPTICAL LIMITED","2110657","Active","Private limited company","","","","47782","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","47","1987","3","13","","","","52.4740899","-2.05695",
"HHD PROPERTY SERVICES LIMITED","10668776","Active","Private limited company","","","","43999","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","43","2017","3","14","","","","52.4736945","-2.0792254",
"ALL EXPRESS INDUSTRY LTD","6672341","Active","Private limited company","","","","46180","Bays 1 And 2 Coxs Lane Cradley Heath B64 5NU","B64 5NU","46","2008","8","13","","","","52.48098","-2.0654499",
"ANOTHER LEVEL SCAFFOLDING SOLUTIONS LIMITED","12693494","Active","Private limited company","","","","43991","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2020","6","24","","","","52.4721103","-2.082174",
"TAYLOR ROBERTS CATERING LIMITED","11922936","Active","Private limited company","","","","47290","Natwest Chambers 143 146 High Street Cradley Heath B64 5HJ","B64 5HJ","47","2019","4","3","","","","52.4721103","-2.082174",
"J&H PARTNERSHIP LTD","13538501","Active","Private limited company","","","","93130","Unit 1 Gun Barrel Industrial Centre Hayseech Lane Cradley Heath B64 7JZ","B64 7JZ","93","2021","7","29","","","","52.4626499","-2.06099",
"THE STOURBRIDGE MIRROR COMPANY LIMITED","6718947","Active","Private limited company","","","","32990","Unit 7b Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","32","2008","10","8","","","","52.47400345","-2.057472255288384",
"NEW STYLE LUXURY PROPERTIES LTD","13469079","Active","Private limited company","","","","68209","Ground Floor Advance House 9 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","68","2021","6","21","","","","52.47400345","-2.057472255288384",
"MGB AND SONS SERVICE LIMITED","11952641","Active","Private limited company","","","","49320 49390 52290","17 Mace Street Cradley Heath B64 6HL","B64 6HL","49  52","2019","4","17","","","","52.4756853","-2.0696991",
"TRILOGY GROUP LIMITED","7420017","Active","Private limited company","","","","43910","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","43","2010","10","27","","","","52.47400345","-2.057472255288384",
"ABM PINES LTD","13480729","Active","Private limited company","","","","43290","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","43","2021","6","28","","","","52.4740899","-2.05695",
"DELTA MECHANICAL INSTALLATIONS LTD","13461699","Active","Private limited company","","","","43290","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","43","2021","6","17","","","","52.47400345","-2.057472255288384",
"PRIVATE PROPERTY HOLDINGS LTD","10210605","Active","Private limited company","","","","68209","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","68","2016","6","2","","","","52.4740899","-2.05695",
"DUDLEY & STOURBRIDGE PEST CONTROL LTD","10960804","Active","Private limited company","","","","1700","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","1","2017","9","13","","","","52.4740899","-2.05695",
"CKW SALES LIMITED","10864015","Active","Private limited company","","","","46740","Ground Floor Advance House Unit 9, Waterfall Lane Trading Estate Waterfall Lane Cradley Heath B64 6PU","B64 6PU","46","2017","7","13","","","","52.4740899","-2.05695",
"DDC MAINTENANCE LIMITED","9656156","Active","Private limited company","","","","99999","Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","99","2015","6","25","","","","52.4689564","-2.0851979",
"MIDLAND CONTROL PANELS LIMITED","10426690","Active","Private limited company","","","","43210","Shakespeare Buildings 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","43","2016","10","13","","","","52.4689564","-2.0851979",
"HADEN PARK INTERIORS LIMITED","6166446","Active","Private limited company","","","","43220","8 Haden Park Road Cradley Heath West Midlands B64 7HE","B64 7HE","43","2007","3","16","","","","52.4662852","-2.0668575",
