"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"BOSTIN LIVING LTD","14186057","Active","Private limited company","","","","31090","Unit 68b Percy Business Park Rounds Green Road Oldbury B69 2RD","B69 2RD","31","2022","6","21","","","","52.50088","-2.02238",
"JEAMDA LIMITED","14720192","Active","Private limited company","","","","87900","29 Cartwright Gardens Tividale Oldbury B69 3JJ","B69 3JJ","87","2023","3","9","","","","52.5150589","-2.0403782",
"CLAY PUBLICATIONS LIMITED","14739962","Active","Private limited company","","","","99999","9 Gilbert Avenue Oldbury B69 1PJ","B69 1PJ","99","2023","3","18","","","","52.5001055","-2.0475768",
"YXE LTD","14453373","Active","Private limited company","","","","46900","66 Longbank Road Tividale Oldbury B69 1JY","B69 1JY","46","2022","10","31","","","","52.5041009","-2.039099",
"MUJTRADES LTD","14712984","Active","Private limited company","","","","99999","25 Witley Crescent Oldbury B69 1BE","B69 1BE","99","2023","3","7","","","","52.49229985714286","-2.032210857142857",
"JPD COURIERS LTD","14704617","Active","Private limited company","","","","52290","4 Sorrel Close Oldbury B69 2HZ","B69 2HZ","52","2023","3","3","","","","52.5150979","-2.048666",
"GREAT BARR FOOD LTD","14227914","Active","Private limited company","","","","56103","124 Birmingham Road Oldbury B69 4EQ","B69 4EQ","56","2022","7","12","","","","52.50269516666666","-2.0096215",
"OCEANIC FISH BAR LTD","14810983","Active","Private limited company","","","","56103","9 Balfour Drive Tividale Oldbury B69 3JQ","B69 3JQ","56","2023","4","18","","","","52.5145751","-2.0377297",
"MIRACLE SEED LIMITED","14751716","Active","Private limited company","","","","46450","34 Barnett Street Tividale Oldbury B69 2LH","B69 2LH","46","2023","3","23","","","","52.51374552173913","-2.0591424782608696",
"LVJ PROPERTIES LTD","14695021","Active","Private limited company","","","","68100","74 Peel Way Tividale Oldbury B69 3JX","B69 3JX","68","2023","2","28","","","","52.5136108","-2.037083",
"BASRA LOGISTICS (UK) LTD","14588032","Active","Private limited company","","","","49410","2 Inkberrow Close Oldbury Birmingham B69 1DU","B69 1DU","49","2023","1","12","","","","52.48948","-2.03016",
"DIRECT CURTAINS LTD","14718180","Active","Private limited company","","","","13921","47b Old Park Lane Oldbury B69 4PT","B69 4PT","13","2023","3","9","","","","52.4928064","-2.0151917",
"UK HJB LTD","14766424","Active","Private limited company","","","","86102","4 Charlotte Close Tividale Oldbury B69 2LZ","B69 2LZ","86","2023","3","29","","","","52.513759100000016","-2.06025146",
"GUES12 LIMITED","15598872","Active","Private limited company","","","","43110 47421","90 Peel Way Tividale Oldbury B69 3JY","B69 3JY","43 47","2024","3","27","","","","52.51371200000001","-2.0363352",
"HKK INVESTMENTS LTD","14716266","Active","Private limited company","","","","68209","8 Morgan Close Oldbury B69 2GA","B69 2GA","68","2023","3","8","","","","52.50680033333333","-2.034287",
"TRADERS HAVEN LTD","14714448","Active","Private limited company","","","","47910","Unit 7d Oldbury Point Rood End Road Oldbury B69 4HT","B69 4HT","47","2023","3","8","","","","52.4975978","-2.0009541",
"LION FARM FISH BAR LTD","15580486","Active","Private limited company","","","","56103","11 Hartlebury Road Oldbury B69 1DF","B69 1DF","56","2024","3","20","","","","52.492719","-2.0334",
"NEAT PLASTICS LTD","14736193","Active","Private limited company","","","","47990","Unit 3 Upper Chapel Street Tividale Oldbury B69 2HS","B69 2HS","47","2023","3","16","","","","52.5148137","-2.0460561",
"TAYLOR GRANGE (MOODIESBURN) LIMITED","14237267","Active","Private limited company","","","","41100","Direct 2 Industrial Park Roway Lane Oldbury B69 3ES","B69 3ES","41","2022","7","15","","","","52.51102","-2.0226799",
"FLAMEPROOF ELECTRICAL ENCLOSURES UK LTD","14777552","Active","Private limited company","","","","25620","Tatbank Road Oldbury B69 4NP","B69 4NP","25","2023","4","3","","","","52.49794","-2.00876",
"PANNETT N LIMITED","14798897","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","4","13","","","","52.50248471428571","-2.0258485714285714",
"ESTHER-ZEN CARE SERVICES LTD","14763049","Active","Private limited company","","","","84120","6 Mill Lane Oldbury West Midlands B69 4SW","B69 4SW","84","2023","3","28","","","","52.4901927","-2.009037",
"GABY BUILDING LTD","14489521","Active","Private limited company","","","","43999","66 Dingle Street Oldbury B69 2DY","B69 2DY","43","2022","11","16","","","","52.5043186","-2.0306993",
"SUCCESS MASTERY LTD","13941893","Active","Private limited company","","","","70229 82990","17 Titford Road Oldbury B69 4PY","B69 4PY","70 82","2022","2","25","","","","52.489928","-2.018741",
"APD PRINT LTD","14284670","Active","Private limited company","","","","18129","24 Broad Street Oldbury B69 4SF","B69 4SF","18","2022","8","9","","","","52.491594","-2.012697",
"ANDERSON DAVIS PROPERTIES LTD","14269514","Active","Private limited company","","","","98000","19 Hillbank Tividale Oldbury B69 2HJ","B69 2HJ","98","2022","8","2","","","","52.5080866","-2.0376516",
"THE TRADE CAR GROUP LIMITED","13892387","Active","Private limited company","","","","45112","Rosewood House 6 Hainge Road Tividale B69 2NG","B69 2NG","45","2022","2","3","","","","52.5120096","-2.0395365",
"MIANI BUILDERS LIMITED","14270946","Active","Private limited company","","","","43390","45 Fisher Road Oldbury B69 4EL","B69 4EL","43","2022","8","2","","","","52.50269516666666","-2.0096215",
"UNCLE'S CREWING SERVICES LIMITED","14281310","Active","Private limited company","","","","90020","14 Baldwin Close Tividale Oldbury B69 3JG","B69 3JG","90","2022","8","8","","","","52.5152701","-2.0369767",
"SNA CONSULTANCY LIMITED","14288434","Active","Private limited company","","","","62020","2a Red Lion Close Tividale Oldbury B69 1TF","B69 1TF","62","2022","8","10","","","","52.510404199999996","-2.0580378",
"C FISK ROOFING LTD","14371851","Active","Private limited company","","","","43910","106 Ashtree Road Tividale Oldbury B69 2HH","B69 2HH","43","2022","9","23","","","","52.506486","-2.0364622",
"ADSYS LTD","14374051","Active","Private limited company","","","","64991 66300","31 Church Street Oldbury B69 3AG","B69 3AG","64 66","2022","9","23","","","","52.50523933333333","-2.0155003333333332",
"GURNAMO LTD","14406404","Active","Private limited company","","","","68100 68310 68320 98000","39 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","68   98","2022","10","9","","","","52.5128291","-2.045804",
"TFC HOMES LTD","14406777","Active","Private limited company","","","","68100 68209","4 Arundel Drive 4 Arundel Dr Tividale B69 1XE","B69 1XE","68 ","2022","10","10","","","","52.5049538","-2.0606949",
"RIFLEMAKERS (FREEHOLD) LIMITED","14274777","Active","Private limited company","","","","98000","27 Birmingham Street Oldbury B69 4DY","B69 4DY","98","2022","8","3","","","","52.50299816666668","-2.014273166666667",
"SARAS TRADERS LTD","14312584","Active","Private limited company","","","","47910","4 Kellner Gardens Oldbury B69 3DX","B69 3DX","47","2022","8","23","","","","52.50764","-2.0137",
"DIRECT CORPORATE CLOTHING LIMITED","14502118","Active","Private limited company","","","","46420","Unit 2 Roway Lane Oldbury B69 3ES","B69 3ES","46","2022","11","23","","","","52.5114519","-2.0228169",
"JS CARGO LTD","13972617","Active","Private limited company","","","","49410","151 City Road Tividale Oldbury B69 1QP","B69 1QP","49","2022","3","12","","","","52.507377","-2.040693210526315",
"BOILER FLAME LTD","14594835","Active","Private limited company","","","","43390 46740 95220","157a Bacaba Cocktail Bar & Dining City Road Tividale Oldbury B69 1QP","B69 1QP","43 46 95","2023","1","16","","","","52.5073827","-2.0406669",
"MIDLANDS ADVERTISING LTD","14636189","Active","Private limited company","","","","73110","10 Longbank Road Tividale Oldbury B69 1JY","B69 1JY","73","2023","2","2","","","","52.5041009","-2.039099",
"HEP SOLUTIONS LTD","14450906","Active","Private limited company","","","","70229 96090","31 Church Street Oldbury B69 3AG","B69 3AG","70 96","2022","10","29","","","","52.50523933333333","-2.0155003333333332",
"MOZALICIOUS RESTAURANT LIMITED","14455609","Active","Private limited company","","","","56102","15 Langley High Street Oldbury B69 4SN","B69 4SN","56","2022","11","1","","","","52.491594","-2.012697",
"FSB INTERIORS LTD","14470551","Active","Private limited company","","","","41201","3 Victoria Mews Oldbury B69 4RP","B69 4RP","41","2022","11","8","","","","52.4844182","-2.0189079",
"TRANSERV LTD","14484835","Active","Private limited company","","","","45200 49410","1 Market Street Oldbury B69 4DH","B69 4DH","45 49","2022","11","15","","","","52.5038918","-2.0158418",
"THE RAYAT GROUP LTD","14494361","Active","Private limited company","","","","47910","8 Regan Drive Oldbury B69 2GB","B69 2GB","47","2022","11","19","","","","52.50680033333333","-2.034287",
"J&SON FARMHOUSE LTD","14349477","Active","Private limited company","","","","1500","Flat 47 Hackwood House Hartlebury Road Oldbury B69 1EG","B69 1EG","1","2022","9","10","","","","52.49213","-2.03616",
"GX GEM PROPERTIES LIMITED","14438668","Active","Private limited company","","","","68209","Unit9/Anglo African Industrial Estate Union Road Oldbury B69 3EX","B69 3EX","68","2022","10","24","","","","52.51385","-2.02336",
"M & P HCS LIMITED","14466133","Active","Private limited company","","","","86210","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","86","2022","11","7","","","","52.49494","-2.027",
"BLUE LABEL GROUP LTD","14382412","Active","Private limited company","","","","47910","47 Ascot Close Oldbury B69 1HA","B69 1HA","47","2022","9","28","","","","52.4979702","-2.027607",
"THE ADHD ADULTS LTD","14953451","Active","Private limited company","","","","47910 59200","44 Bhullar Way Oldbury B69 2GL","B69 2GL","47 59","2023","6","22","","","","52.50680033333333","-2.034287",
"A S MOTORHOUSE LIMITED","14955584","Active","Private limited company","","","","45112","Unit 18 Dudley Road West Oldbury B69 2PJ","B69 2PJ","45","2023","6","23","","","","52.5138021","-2.0434617",
"PALMER M LIMITED","14965344","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","6","27","","","","52.50248471428571","-2.0258485714285714",
"ABSOLUTE FRAMING SOLUTIONS LTD","14971555","Active","Private limited company","","","","71111","Flex Office Space Unit 28-29 Ist Floor Roway Lane Oldbury B69 3ES","B69 3ES","71","2023","6","30","","","","52.51102","-2.0226799",
"WORK.FORCE 1 LIMITED","14978257","Active","Private limited company","","","","42110","8 Westgate Oldbury B69 1BA","B69 1BA","42","2023","7","4","","","","52.488789","-2.0294316",
"CHIARUM COMPANY LIMITED","14982294","Active","Private limited company","","","","86210","23 Ditta Drive Oldbury B69 2GN","B69 2GN","86","2023","7","5","","","","52.50680033333333","-2.034287",
"AGILEXU TRADE LIMITED","14986006","Active","Private limited company","","","","46900 47510 47640 47910","Unit 25 Fountain Business Park The Fountain LaneOldbury Birmingham B69 3BH","B69 3BH","46 47  ","2023","7","6","","","","52.50894","-2.0164399",
"BUSBY A LIMITED","15007080","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","7","17","","","","52.50248471428571","-2.0258485714285714",
"RUSH J LIMITED","15008506","Active","Private limited company","","","","47990","1st Floor Black Country House Round Green Road Oldbury B69 2DG","B69 2DG","47","2023","7","17","","","","52.50248471428571","-2.0258485714285714",
"GILLS GOLDEN PROPERTIES LIMITED","14865036","Active","Private limited company","","","","68100","47 Old Park Lane Oldbury B69 4PT","B69 4PT","68","2023","5","12","","","","52.4928064","-2.0151917",
"ITALIAN EXPRESS PIZZA AND PASTA LIMITED","14898877","Active","Private limited company","","","","56103","56 Birmingham Street Oldbury B69 4DZ","B69 4DZ","56","2023","5","28","","","","52.50300745454545","-2.0133449999999997",
"PARMEENS LTD","14907304","Active","Private limited company","","","","68100","30 Florence Road Oldbury B69 2DN","B69 2DN","68","2023","5","31","","","","52.5031914","-2.0292506",
"HAYDENSHOUSECLEARANCE LTD","14910489","Active","Private limited company","","","","38110","23 Wheatsheaf Road Tividale B69 1SW","B69 1SW","38","2023","6","2","","","","52.50462","-2.054175",
"BRRGRR CO HOLDING LIMITED","14923139","Active","Private limited company","","","","56103","Unit10-11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","56","2023","6","8","","","","52.50894","-2.0164399",
"HILLMAN H LIMITED","14925181","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","6","9","","","","52.50248471428571","-2.0258485714285714",
"ROBERTS M LIMITED","14927175","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","6","9","","","","52.50248471428571","-2.0258485714285714",
"TABITACONSTRUCTION LTD","14928078","Active","Private limited company","","","","41201","48 Sycamore Road Oldbury B69 4TD","B69 4TD","41","2023","6","11","","","","52.4877806","-2.0140634",
"GSC CON'S LTD","14781876","Active","Private limited company","","","","41202 43999","40 Swan Crescent Oldbury B69 4QQ","B69 4QQ","41 43","2023","4","5","","","","52.4865667","-2.0205271",
"FULTON B LIMITED","14781910","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","4","5","","","","52.50248471428571","-2.0258485714285714",
"SENTINEL BOLLARDS LTD","14802030","Active","Private limited company","","","","25990","389 The Bulls Head Birchfield Lane Oldbury B69 1AQ","B69 1AQ","25","2023","4","14","","","","52.48817655555556","-2.0280804444444445",
"360 PRIMETRENDS LTD","14808073","Active","Private limited company","","","","47990","24 Addington Way Tividale Oldbury B69 3LZ","B69 3LZ","47","2023","4","17","","","","52.5172338","-2.034393",
"NITG LTD","14813760","Active","Private limited company","","","","49410 52103 52219 52243","16 Jarvis Crescent Oldbury B69 4QH","B69 4QH","49 52  ","2023","4","19","","","","52.4894947","-2.0155117",
"TRANSREM LTD","14817597","Active","Private limited company","","","","46900 52103","The Storage Wolverhampton Road The Storage Centre Oldbury B69 4RL","B69 4RL","46 52","2023","4","20","","","","0","0",
"PROFESSIONAL ACCOUNTING SERVICES LIMITED","14837205","Active","Private limited company","","","","82990","11 Ditta Drive Oldbury Oldbury B69 2GN","B69 2GN","82","2023","5","1","","","","52.5066013","-2.033328",
"JTJ SOLUTIONS LTD","14859378","Active","Private limited company","","","","41100","5 Dingle Street Dingle Hollow Oldbury B69 2DH","B69 2DH","41","2023","5","10","","","","52.50473","-2.03119",
"VOESTALPINE SPECIALTY METALS UK LIMITED","14829637","Active","Private limited company","","","","46720","European Business Park Taylors Lane Oldbury B69 2BN","B69 2BN","46","2023","4","26","","","","52.50211661538462","-2.0275901538461536",
"EASEBUY LIMITED","14837109","Active","Private limited company","","","","47990","37 Taylor Way Oldbury B69 1JP","B69 1JP","47","2023","5","1","","","","52.5074811","-2.0495707",
"JTJ HEATING AND PLUMBING LTD","14851622","Active","Private limited company","","","","43220","5 Dingle Hollow Oldbury B69 2DH","B69 2DH","43","2023","5","8","","","","52.5046411","-2.0318013",
"SUHBA ACADEMY LTD","14855552","Active","Private limited company","","","","85590","Royal Mail Suhba Academy Oldbury B69 9HL","B69 9HL","85","2023","5","9","","","","46.7320387","15.9100561",
"IDONATION LTD","14943787","Active","Private limited company","","","","66300","28 Fountain Business Park Fountain Lane Oldbury B69 3FH","B69 3FH","66","2023","6","19","","","","52.50898","-2.01378",
"A2Z COSMETICS LTD","14960512","Active","Private limited company","","","","46450 47750 47910","115 Temple Way Tividale Oldbury B69 3JR","B69 3JR","46 47 ","2023","6","26","","","","52.5136108","-2.037083",
"GREEN SAPPHIRE HOSPITALITY LTD","14963538","Active","Private limited company","","","","56302","4 Kellner Gardens Oldbury B69 3DX","B69 3DX","56","2023","6","27","","","","52.50764","-2.0137",
"ELEVATOR REPAIRS LTD","14975097","Active","Private limited company","","","","33190","Elevator Cabin Britannia Street Tividale B69 2PG","B69 2PG","33","2023","7","3","","","","52.51455","-2.0455899",
"KYRA AND ANAYA LIMITED","15002626","Active","Private limited company","","","","70229","31 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","70","2023","7","13","","","","52.5128291","-2.045804",
"BAUER MAXI TRADING LTD","15003237","Active","Private limited company","","","","41201","Unit 9 Fountain Lane Oldbury B69 3BH","B69 3BH","41","2023","7","14","","","","52.5088157","-2.0162365",
"CYCLE UP LIMITED","14880190","Active","Private limited company","","","","38210","172 Regent Road Tividale Oldbury B69 1XQ","B69 1XQ","38","2023","5","19","","","","52.5120245","-2.0554067",
"TOOR INVESTORS LTD","14904446","Active","Private limited company","","","","46900","30 Fisher Road Oldbury B69 4EL","B69 4EL","46","2023","5","30","","","","52.502677199999994","-2.0098422",
"PARRY UK DRIVING LTD","14932066","Active","Private limited company","","","","49410 53202","18 Addington Way Oldbury B69 3LZ","B69 3LZ","49 53","2023","6","13","","","","52.5141428","-2.0357134",
"COURT C LIMITED","14644841","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","2","7","","","","52.50248471428571","-2.0258485714285714",
"PLANT J LIMITED","15023695","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","7","24","","","","52.50248471428571","-2.0258485714285714",
"POSING WITH HANNAH LTD","15024993","Active","Private limited company","","","","85510","52 Summerton Road Oldbury B69 2GF","B69 2GF","85","2023","7","24","","","","52.5080751","-2.0303635",
"TRINE LOGISTICS LIMITED","15025718","Active","Private limited company","","","","82990","68 Newbury Lane Oldbury B69 1HF","B69 1HF","82","2023","7","25","","","","52.497013","-2.031722",
"DINGDONG HOME LTD","15027441","Active","Private limited company","","","","62090","36 View Point Tividale Oldbury B69 1UU","B69 1UU","62","2023","7","25","","","","52.5028686","-2.0505446",
"SUPER TAXIS LIMITED","15050989","Active","Private limited company","","","","49320","7 Larch Croft Tividale Oldbury B69 2JB","B69 2JB","49","2023","8","4","","","","52.5144623","-2.0474667",
"CLASSIE EYEBROWS LIMITED","15061320","Active","Private limited company","","","","96020","21 Baldwin Close Tividale Oldbury B69 3JG","B69 3JG","96","2023","8","9","","","","52.5152701","-2.0369767",
"INFALLIBLE CARE LTD","15065976","Active","Private limited by guarantee without share capital","","","","87900","109 Ivy House Road Oldbury B69 1HQ","B69 1HQ","87","2023","8","11","","","","52.4988807","-2.0334555",
"LIGHT SUMMAN PUBLISHING LIMITED","15093332","Active","Private limited company","","","","58110 58130 58190 74202","3 Astle Drive Oldbury B69 3FG","B69 3FG","58   74","2023","8","24","","","","52.5107505","-2.0261525",
"EUGENE HEALTH LTD","15093691","Active","Private limited company","","","","74909","167 Regent Road Tividale Oldbury B69 1RY","B69 1RY","74","2023","8","24","","","","52.5068096","-2.0564927",
"ICHIBANHOLDINGS LIMITED","15109466","Active","Private limited company","","","","46180","167 New Birmingham Road Tividale Oldbury B69 2JT","B69 2JT","46","2023","9","1","","","","52.511972400000005","-2.0571804",
"TIMBER PRODUCTS UK TRADE LTD","15125462","Active","Private limited company","","","","46130","Frost Buildings Dudley Road West Tividale Oldbury B69 2PJ","B69 2PJ","46","2023","9","8","","","","52.51408","-2.04351",
"HAYA DRAKE LIMITED","15125949","Active","Private limited company","","","","88990","135 Borough Crescent Oldbury B69 1BB","B69 1BB","88","2023","9","9","","","","52.4894796","-2.0292296",
"HUNDAL TRANSPORT LIMITED","15137905","Active","Private limited company","","","","49410","47 Ashtree Road Tividale Oldbury B69 2HD","B69 2HD","49","2023","9","14","","","","52.506486","-2.0364622",
"CMEG PHARMA LIMITED","15138554","Active","Private limited company","","","","86900","56 Bhullar Way Oldbury B69 2GL","B69 2GL","86","2023","9","14","","","","52.50680033333333","-2.034287",
"EMMACHRIS LTD","15150062","Active","Private limited company","","","","84120","17 Regan Drive Oldbury B69 2GB","B69 2GB","84","2023","9","20","","","","52.50680033333333","-2.034287",
"H S FREIGHT LTD","15100094","Active","Private limited company","","","","53202","83 Pool Lane Oldbury B69 4QX","B69 4QX","53","2023","8","28","","","","52.4919355","-2.015184181818182",
"BOSTIN BARRELS LTD","15109657","Active","Private limited company","","","","46470","18 Harlech Close Tividale Oldbury B69 1TE","B69 1TE","46","2023","9","1","","","","52.510404199999996","-2.0580378",
"LTA DISCOS LTD","15111370","Active","Private limited company","","","","59200","99 New Birmingham Road Oldbury B69 2JF","B69 2JF","59","2023","9","3","","","","52.511972400000005","-2.0571804",
"BOGDAN GHEORGHE NASTA LTD","15113902","Active","Private limited company","","","","23620","25 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","23","2023","9","4","","","","52.5128291","-2.045804",
"MJM COMPETITIONS LTD","15165170","Active","Private limited company","","","","92000","24 Titford Road Oldbury B69 4QA","B69 4QA","92","2023","9","26","","","","52.4919355","-2.015184181818182",
"PDS DIRECT HOLDINGS LIMITED","15172295","Active","Private limited company","","","","64209","Logistics House Portway Road Oldbury B69 2BP","B69 2BP","64","2023","9","28","","","","52.500866625","-2.0199812500000003",
"MGT PROPERTIES LTD","15181298","Active","Private limited company","","","","68100 68209","44 Hodges Drive Oldbury B69 1LY","B69 1LY","68 ","2023","10","2","","","","52.5079024","-2.0483737",
"HARRISON PROPERTIES REDDITCH LIMITED","15182587","Active","Private limited company","","","","68209","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","68","2023","10","3","","","","52.49494","-2.027",
"CANTON TIVIDALE LIMITED","15210264","Active","Private limited company","","","","56103","1 Tower Road Tividale Oldbury B69 1ND","B69 1ND","56","2023","10","13","","","","52.50384","-2.034252",
"BREYCLEME LIMITED","15212826","Active","Private limited company","","","","81221 81222 81223","8 Pumphouse Way Oldbury England B69 4TJ","B69 4TJ","81  ","2023","10","16","","","","52.4879248","-2.0162695",
"HAYWARD SIMON LIMITED","15218368","Active","Private limited company","","","","47990","First Floor Black Country House Oldbury B69 2DG","B69 2DG","47","2023","10","18","","","","52.50221","-2.02121",
"HOCKLEY PROPERTIES LIMITED","15226482","Active","Private limited company","","","","68209","26 Poplar Road Oldbury B69 4AR","B69 4AR","68","2023","10","21","","","","52.5067622","-2.0136638",
"KERSHAW B LIMITED","15157372","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","9","22","","","","52.50248471428571","-2.0258485714285714",
"STUDENT SPOT LTD","15159193","Active","Private limited company","","","","41100 68100 68209 68320","50 Birmingham Street Oldbury B69 4DZ","B69 4DZ","41 68  ","2023","9","23","","","","52.50300745454545","-2.0133449999999997",
"DESI CATERING 247 LTD","15167814","Active","Private limited company","","","","56210 56290","158 Birmingham Road Oldbury B69 4EH","B69 4EH","56 ","2023","9","27","","","","52.502424","-2.00298",
"NIKO GRC LIMITED","15204662","Active","Private limited company","","","","41201 43999","11 Kellner Gardens Oldbury B69 3DX","B69 3DX","41 43","2023","10","11","","","","52.50764","-2.0137",
"BR FIRST CLASS EVENTS LIMITED","15207540","Active","Private limited by guarantee without share capital","","","","82301","15 Hilton Road Tividale Oldbury B69 1JU","B69 1JU","82","2023","10","12","","","","52.5049531","-2.0393532",
"DIXONBEATS LTD","15208065","Active","Private limited company","","","","59200","Safestore Self Storage Oldbury Birchley Island Birchfield Ln Birmingham B69 1DT","B69 1DT","59","2023","10","12","","","","52.49291625","-2.02544015",
"REYAN VENTURES LTD","15213300","Active","Private limited company","","","","68100 68209","Crowe U.K. Llp Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","68 ","2023","10","16","","","","52.50248471428571","-2.0258485714285714",
"ELLA CAR SALES LTD","15032427","Active","Private limited company","","","","45112","Ella Car Sales Judge Close Birmingham B69 2RL","B69 2RL","45","2023","7","27","","","","52.50206","-2.01472",
"TATBANK ROAD MOT'S LIMITED","15038140","Active","Private limited company","","","","45200","68 Tat Bank Road Oldbury B69 4NH","B69 4NH","45","2023","7","31","","","","52.4970784","-2.0070056",
"DITZY HOLDINGS LTD","15039804","Active","Private limited company","","","","64209","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","64","2023","7","31","","","","52.50248471428571","-2.0258485714285714",
"MESSADJO LTD","15042503","Active","Private limited company","","","","86900","8 Badsey Road Oldbury B69 1BU","B69 1BU","86","2023","8","1","","","","52.4929216","-2.0353255",
"ANDRE AND SON LTD","15046617","Active","Private limited company","","","","52290","23 Willow Drive Oldbury B69 1LF","B69 1LF","52","2023","8","3","","","","52.501287","-2.04473",
"R A SOFAS LTD","15050328","Active","Private limited company","","","","31090","Unit 9 56 56 Dudley Road East Tividale Oldbury B69 3HJ","B69 3HJ","31","2023","8","4","","","","52.5128066","-2.0369699999999997",
"ZAHRA’S OUTLET LTD","15051178","Active","Private limited by guarantee without share capital","","","","47750","32 Titford Road Oldbury B69 4QA","B69 4QA","47","2023","8","5","","","","52.4919355","-2.015184181818182",
"AYDEKO LIMITED","15054683","Active","Private limited company","","","","09100 09900 43290 68209","40 Tividale Road Tividale Oldbury B69 2LG","B69 2LG","09  43 68","2023","8","7","","","","52.513759100000016","-2.06025146",
"SPEAK UP FOR US LTD","15062911","Active","Private limited company","","","","85590 88990","47 Brades Rise Oldbury B69 2HG","B69 2HG","85 88","2023","8","10","","","","52.5061596","-2.0313912",
"HW LETTINGS LTD","15080243","Active","Private limited company","","","","41100 68100 68209 68320","37 Poplar Rise Tividale Oldbury B69 1RD","B69 1RD","41 68  ","2023","8","17","","","","52.5068775","-2.0444851",
"KNC FABRICATIONS LIMITED","15247387","Active","Private limited company","","","","33110","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","33","2023","10","30","","","","52.49494","-2.027",
"VIGOUR VITALITY LTD","15264652","Active","Private limited company","","","","82920","8 Weston Avenue Tividale Oldbury B69 1UB","B69 1UB","82","2023","11","6","","","","52.508719199999994","-2.0516084",
"PASSEE CLEANING LTD","14222645","Active","Private limited company","","","","81210","8 Oakthorpe Gardens Tividale Oldbury B69 2LE","B69 2LE","81","2022","7","8","","","","52.513759100000016","-2.06025146",
"CLEAN MARY LTD","14232041","Active","Private limited company","","","","81210","78 Dingle Street Oldbury B69 2DY","B69 2DY","81","2022","7","13","","","","52.5043186","-2.0306993",
"ERLASFBA LTD","15249241","Active","Private limited company","","","","47910","52 Lower City Road Tividale Oldbury B69 2HF","B69 2HF","47","2023","10","31","","","","52.510041722222226","-2.0414099444444442",
"A.S ACCIDENT REPAIR CENTRE LTD","15255384","Active","Private limited company","","","","45200","Unit 17 Phoenix Industrial Estate Dudley Road West Tividale Oldbury B69 2PJ","B69 2PJ","45","2023","11","2","","","","52.51408","-2.04351",
"L & L PRESTIGE PROPERTIES LTD","15256308","Active","Private limited company","","","","68209","14 Ascot Close Oldbury B69 1HB","B69 1HB","68","2023","11","2","","","","52.497013","-2.031722",
"KINGDOM COMPONENTS LIMITED","13996779","Active","Private limited company","","","","31090","Unit 14 16 The Springfield Estate Manchester Street Oldbury B69 4HH","B69 4HH","31","2022","3","23","","","","52.50087","-2.00653",
"COLLINS L LIMITED","14518687","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","12","1","","","","52.50248471428571","-2.0258485714285714",
"THEODORE PUBLISHING LTD","14506431","Active","Private limited company","","","","58110 58190","25 Cecil Drive Tividale Oldbury B69 3LA","B69 3LA","58 ","2022","11","25","","","","52.514135","-2.0360898",
"SPH TRADE SHOP LIMITED","15321442","Active","Private limited company","","","","99999","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","99","2023","12","1","","","","52.50248471428571","-2.0258485714285714",
"NA CONSULTING LIMITED","15322555","Active","Private limited company","","","","70229","78 Birmingham Street Oldbury West Midlands B69 4EB","B69 4EB","70","2023","12","1","","","","52.50269516666666","-2.0096215",
"HAQ&ALVI SERVICES LTD","14005462","Active","Private limited company","","","","53202","114 Ashtree Road Tividale Oldbury B69 2HB","B69 2HB","53","2022","3","28","","","","52.5044446","-2.0327582",
