"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"DIGITAL BRUM LTD","14303796","Active","Private limited company","","","","62012","54 Andrew Road West Bromwich B71 3QP","B71 3QP","62","2022","8","18","","","","52.5492566","-1.9756486",
"ADN CONSULTANCY SERVICES LTD","14359565","Active","Private limited company","","","","70229","6 Conway Avenue West Bromwich B71 2PB","B71 2PB","70","2022","9","15","","","","52.54589","-2.0024",
"WALI HIRE LIMITED","14484237","Active","Private limited company","","","","49390","77 Andrew Road West Bromwich B71 3QQ","B71 3QQ","49","2022","11","14","","","","52.5492566","-1.9756486",
"HEVVAN DESIGNS LTD","14490781","Active","Private limited company","","","","31020 41202 96090","Unit 5 Church Lane West Bromwich B71 1BY","B71 1BY","31 41 96","2022","11","17","","","","52.5317444375","-2.004864375",
"STONECROSS LOCAL LIMITED","14473656","Active","Private limited company","","","","47110","11 Hall Green Road West Bromwich B71 3JS","B71 3JS","47","2022","11","9","","","","52.546958","-1.991539",
"RAH SOLUTIONS & INVESTMENTS LTD","14628457","Active","Private limited company","","","","33140","22 Whittington Close West Bromwich B71 3EX","B71 3EX","33","2023","1","31","","","","52.5432486","-1.9745085",
"PREMIER LOGISTICS RECRUITMENT LTD","14260734","Active","Private limited company","","","","78109","34 Hollyhedge Road West Bromwich B71 3AA","B71 3AA","78","2022","7","27","","","","52.540572","-1.982039",
"E-BUY PVT LTD","14294283","Active","Private limited company","","","","46470 47760 47910 47990","19 Farm End Close West Bromwich B71 3NN","B71 3NN","46 47  ","2022","8","13","","","","52.54508","-1.97422",
"HOLLOWAY SERVICES LTD","14297306","Active","Private limited company","","","","47910","11 Charlemont Crescent West Bromwich B71 3DA","B71 3DA","47","2022","8","15","","","","52.5445565","-1.9793793",
"ELITE CONSTRUCTION MIDLANDS LTD","14385476","Active","Private limited company","","","","41201 41202 43120 43290","13 Schofield Avenue West Bromwich B71 2AW","B71 2AW","41  43 ","2022","9","29","","","","52.539912","-2.004194",
"AB SCAFFOLDING AND ACCESS LTD","14472329","Active","Private limited company","","","","43991","170 Hydes Road West Bromwich B71 2EG","B71 2EG","43","2022","11","9","","","","52.54669205555556","-1.9933231944444445",
"DESI DIABETES LTD","14092627","Active","Private limited company","","","","86900","11 Whitworth Drive West Bromwich B71 3AU","B71 3AU","86","2022","5","8","","","","52.540438","-1.982109",
"SAINI  MIDLANDS TRANSPORT LTD","14019245","Active","Private limited company","","","","49410","80 Witton Lane West Bromwich B71 2AQ","B71 2AQ","49","2022","4","1","","","","52.539912","-2.004194",
"DIKINS LONDON FOOD PRODUCTS LTD","14473132","Active","Private limited company","","","","47290","29 Alexandra Crescent West Bromwich B71 3AG","B71 3AG","47","2022","11","9","","","","52.540572","-1.982039",
"PROACTIVE SERVICES AND CONSULTANCY LTD","15318563","Active","Private limited company","","","","82990","100 Canterbury Road West Bromwich B71 2LF","B71 2LF","82","2023","11","30","","","","52.5441","-1.984462",
"SONYA NAYLS LTD LTD","15306009","Active","Private limited company","","","","96010","Flat 99 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","96","2023","11","23","","","","52.547227","-1.9741316000000002",
"BRETT SS CONSTRUCTION LTD","15304253","Active","Private limited company","","","","23620","Flat 94 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","23","2023","11","22","","","","52.547227","-1.9741316000000002",
"PRIME PIONEERS LIMITED","15162731","Active","Private limited company","","","","47910 47990","49 Edwin Phillips Drive West Bromwich B71 2AZ","B71 2AZ","47 ","2023","9","25","","","","52.539912","-2.004194",
"J&J BRANDING LIMITED","15560461","Active","Private limited company","","","","47910","149 Denbigh Drive West Bromwich B71 2SH","B71 2SH","47","2024","3","13","","","","52.53820166666667","-2.0026816666666662",
"M DOSANJH LIMITED","14756244","Active","Private limited company","","","","49410","30 Somerset Road West Bromwich B71 1HA","B71 1HA","49","2023","3","24","","","","52.5344118","-1.9918454",
"AD TANNING LTD","15562048","Active","Private limited company","","","","96020","7 Pembroke Road West Bromwich B71 2NH","B71 2NH","96","2024","3","14","","","","52.54265160000001","-2.0031242",
"WHITE RECRUITS LTD","15050010","Active","Private limited company","","","","82990","52 Albion Field Drive West Bromwich B71 4HN","B71 4HN","82","2023","8","4","","","","52.528109083333334","-1.9857145833333332",
"FARKASZ LIMITED","14617907","Active","Private limited company","","","","81299","48 Crockford Road West Bromwich B71 2ET","B71 2ET","81","2023","1","26","","","","52.54669205555556","-1.9933231944444445",
"ADVERTISING UPS LIMITED","15536129","Active","Private limited company","","","","73110","403 Birmingham Road West Bromwich B71 4JZ","B71 4JZ","73","2024","3","2","","","","52.5096906","-1.9652818000000003",
"INTERCRAFT TRADING CO LIMITED","14500356","Active","Private limited company","","","","46450 46900 47750","Unit Number O101 133 Birmingham Road West Bromwich B71 4JZ","B71 4JZ","46  47","2022","11","22","","","","52.5096906","-1.9652818000000003",
"SCP HOME IMPROVEMENTS LTD","14642683","Active","Private limited company","","","","43390","34 Wilford Road West Bromwich B71 1QN","B71 1QN","43","2023","2","6","","","","52.53140084615385","-1.994213230769231",
"TOP RANK SCAFFOLDING LTD","15564165","Active","Private limited company","","","","43991","228 Hydes Road West Bromwich B71 2ED","B71 2ED","43","2024","3","15","","","","52.54669205555556","-1.9933231944444445",
"JKSRS LTD","14646400","Active","Private limited company","","","","64304","30 Navigation Lane West Bromwich B71 3NP","B71 3NP","64","2023","2","7","","","","52.545309","-1.975328",
"VW CAR PARTS LTD","14880627","Active","Private limited company","","","","45320","Unit 12 Ridgacre Trade Park Church Lane West Bromwich B71 1DD","B71 1DD","45","2023","5","19","","","","52.532261399999996","-2.0009538000000004",
"DIGIFLIP LTD","15538945","Active","Private limited company","","","","62020","76 Hollyhedge Road West Bromwich B71 3AE","B71 3AE","62","2024","3","4","","","","52.540572","-1.982039",
"A2B DELIVERY SOLUTIONS LIMITED","15538921","Active","Private limited company","","","","49410","2 Bird End West Bromwich B71 3EA","B71 3EA","49","2024","3","4","","","","52.5406564","-1.9760669",
"ELS AUTO SOLUTIONS WM LTD","15528706","Active","Private limited company","","","","45112","Unit 2a 37 Church Lane West Bromwich B71 1BX","B71 1BX","45","2024","2","28","","","","52.5308954","-2.0018944",
"STAR DRIVEWAYS LTD","15497166","Active","Private limited by guarantee without share capital","","","","41202 43290","88 Marsh Lane West Bromwich B71 2DL","B71 2DL","41 43","2024","2","17","","","","52.541341","-1.9892181999999998",
"PAULICA TRANSPORT LTD","15455357","Active","Private limited company","","","","49410","Flat 99 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","49","2024","1","31","","","","52.547227","-1.9741316000000002",
"MAJOR CARS & TRAVEL LTD","14601717","Active","Private limited company","","","","49320 49390","19 Nelson Street West Bromwich B71 1EE","B71 1EE","49 ","2023","1","18","","","","52.5260582","-1.9938968000000004",
"EDER TRADE LTD","14651138","Active","Private limited company","","","","41100 43390 46900 70229","41 Brindley Road West Bromwich B71 2ND","B71 2ND","41 43 46 70","2023","2","9","","","","52.54265160000001","-2.0031242",
"JUST BUMPERS LTD","14694217","Active","Private limited company","","","","29320","15 Hodder Grove West Bromwich B71 3RZ","B71 3RZ","29","2023","2","28","","","","52.53677133333334","-1.9824263333333334",
"CELSY&COSTY LTD","15508766","Active","Private limited company","","","","47910","106 Chester Road West Bromwich B71 2PF","B71 2PF","47","2024","2","20","","","","52.5453563","-2.0062884",
"SNOOP CREATIVE DESIGN LIMITED","14144042","Active","Private limited company","","","","82990","16 Campville Crescent West Bromwich B71 3NQ","B71 3NQ","82","2022","5","31","","","","52.545568","-1.975313",
"MULTICARE SUPPORTED LIVING LTD","14643800","Active","Private limited company","","","","86102 87100 87200 87900","71a Heath Lane West Bromwich B71 2BN","B71 2BN","86 87  ","2023","2","6","","","","52.53583999999999","-1.990421",
"BAGIYANA CONSTRUCTION LTD","15534740","Active","Private limited company","","","","41202","64 Lincoln Road West Bromwich B71 2JF","B71 2JF","41","2024","3","1","","","","52.546247","-1.991296",
"AURIS HEALTH LIMITED","14166833","Active","Private limited company","","","","78109 86900","39 Edwin Phillips Drive West Bromwich B71 2AZ","B71 2AZ","78 86","2022","6","12","","","","52.539912","-2.004194",
"MARINA IMAGES LTD","14166143","Active","Private limited company","","","","74201","81 Winchester Road West Bromwich B71 2NY","B71 2NY","74","2022","6","11","","","","52.54265160000001","-2.0031242",
"JAPJI LOGISTICS LTD","14679567","Active","Private limited company","","","","52103","35 Crockford Road West Bromwich B71 2ET","B71 2ET","52","2023","2","21","","","","52.54669205555556","-1.9933231944444445",
"MGNIT GAMING LTD","14705665","Active","Private limited company","","","","18203 58290 62090","9 Scafell Way West Bromwich B71 1DN","B71 1DN","18 58 62","2023","3","5","","","","52.53359954545454","-1.999288909090909",
"JURAVLE TRANSPORT LTD","15520281","Active","Private limited company","","","","49410","Flat 99 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","49","2024","2","25","","","","52.547227","-1.9741316000000002",
"SAPPHIRE SUPPORTED LIVING LTD","15521727","Active","Private limited company","","","","87300 87900","100 Canterbury Road West Bromwich B71 2LF","B71 2LF","87 ","2024","2","26","","","","52.5441","-1.984462",
"PS WORKS LIMITED","15545554","Active","Private limited company","","","","42990","289 Walsall Road West Bromwich B71 3LN","B71 3LN","42","2024","3","7","","","","52.545271","-1.982851",
"TOM N JERRY DESERTS LTD","15544241","Active","Private limited company","","","","56103","162-164 Walsall Road West Bromwich B71 3HP","B71 3HP","56","2024","3","6","","","","52.545028","-1.983851",
"HSD SERVICES LTD","15236249","Active","Private limited company","","","","52290 53201","100 Canterbury Road West Bromwich B71 2LF","B71 2LF","52 53","2023","10","25","","","","52.5441","-1.984462",
"HARMONY HOMES WEST MIDLANDS LTD","15499012","Active","Private limited company","","","","68100 68209","100 Canterbury Road West Bromwich B71 2LF","B71 2LF","68 ","2024","2","18","","","","52.5441","-1.984462",
"HAYER 1 BUILDER LTD","14656568","Active","Private limited company","","","","41202","17 Caldwell Street West Bromwich B71 2DN","B71 2DN","41","2023","2","12","","","","52.540132199999995","-1.9913984",
"87 PROPERTY LIMITED","15553253","Active","Private limited company","","","","68100 68209","19 Scott Close West Bromwich B71 1PT","B71 1PT","68 ","2024","3","11","","","","52.528231600000005","-1.9908432",
"MAYA SUSHI LIMITED","15556563","Active","Private limited company","","","","56103","20 Law Street West Bromwich B71 1DY","B71 1DY","56","2024","3","12","","","","52.525867999999996","-1.9967997142857146",
"PROSPER SUPPORTED LIVING SERVICES LIMITED","14663912","Active","Private limited company","","","","87200","9 Hollyhedge Road West Bromwich B71 3BP","B71 3BP","87","2023","2","15","","","","52.53801933333333","-1.9823823333333332",
"BAAJ DROPSHIPPING LTD","15070820","Active","Private limited company","","","","47910","10 Gayton Road West Bromwich B71 1QS","B71 1QS","47","2023","8","14","","","","52.532351600000005","-1.9909582000000001",
"BSK CONSTRUCTION1 LTD","15558149","Active","Private limited company","","","","41201","34 Glastonbury Road West Bromwich B71 2LL","B71 2LL","41","2024","3","12","","","","52.5441","-1.984462",
"ART CLEANING ALL LIMITED","14151358","Active","Private limited by guarantee without share capital","","","","81210","Flat 67 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","81","2022","6","6","","","","52.547227","-1.9741316000000002",
"MAMA G'S SOUL FOOD LIMITED","14606318","Active","Private limited company","","","","56103","29 Tompstone Road West Bromwich B71 3SW","B71 3SW","56","2023","1","20","","","","52.5404691","-1.9721477",
"RECSOL LTD","14687846","Active","Private limited company","","","","78109 78200","Beaconview House West Bromwich Birmingham B71 3PL","B71 3PL","78 ","2023","2","24","","","","52.547227","-1.9741316000000002",
"HEWAN DESIGNS LTD","14288955","Active","Private limited company","","","","31020 41202 96090","Unit 6 Church Lane West Bromwich B71 1BY","B71 1BY","31 41 96","2022","8","10","","","","52.5317444375","-2.004864375",
"ADUNITYDESIGN LTD","15603593","Active","Private limited company","","","","31010","71 Grafton Road West Bromwich B71 4EB","B71 4EB","31","2024","3","29","","","","52.52448019999999","-1.988599",
"AV CARS BIRMINGHAM LIMITED","14705178","Active","Private limited company","","","","45111 45112 77110","9 Plympton Mews West Bromwich B71 1DL","B71 1DL","45  77","2023","3","3","","","","52.5300452","-2.0058096",
"ARMANDO & GIULIA CLEANING LTD","14187864","Active","Private limited company","","","","81221 81222 81229 81299","Flat 67 Beaconview Road West Bromwich B71 3PF","B71 3PF","81   ","2022","6","22","","","","52.547227","-1.9741316000000002",
"JP BIBIK LTD","14373777","Active","Private limited company","","","","49410","Flat 78 Briarley Beaconview Road West Bromwich B71 3PQ","B71 3PQ","49","2022","9","23","","","","52.547227","-1.9741316000000002",
"GRASSLANDS VIEW HEALTHCARE LTD","14707802","Active","Private limited company","","","","86900 87200 88100 88990","74 Canterbury Road West Bromwich B71 2LE","B71 2LE","86 87 88 ","2023","3","6","","","","52.5441","-1.984462",
"CANAAN AUTOMATED SERVICES LIMITED","13982545","Active","Private limited company","","","","74909","45 Charlemont Crescent West Bromwich B71 3DA","B71 3DA","74","2022","3","16","","","","52.5445565","-1.9793793",
"JOYFAB LIMITED","14831816","Active","Private limited company","","","","86101 86210 86220 86900","103 Vowles Road West Bromwich B71 1AT","B71 1AT","86   ","2023","4","27","","","","52.534163","-1.9900558571428573",
"JSP INTERNATIONAL DISTRIBUTOR LTD","14741587","Active","Private limited company","","","","46900","5 Tiverton Drive West Bromwich B71 1DA","B71 1DA","46","2023","3","20","","","","52.533629600000005","-1.9995528",
"HK SHERGILL LOCUM LTD","14800244","Active","Private limited company","","","","70229","15 Kent Close West Bromwich B71 2SL","B71 2SL","70","2023","4","13","","","","52.53820166666667","-2.0026816666666662",
"RMG SERVICES LTD","14242890","Active","Private limited company","","","","43390","9 Pembroke Way West Bromwich B71 2SR","B71 2SR","43","2022","7","19","","","","52.53820166666667","-2.0026816666666662",
"GWE-COMM LTD","14349429","Active","Private limited company","","","","47910","18 Alexandra Crescent West Bromwich B71 3AQ","B71 3AQ","47","2022","9","10","","","","52.540438","-1.982109",
"DREAM PROJECTS PVT LIMITED","14726863","Active","Private limited company","","","","41202 68100 68209","8 Graham Road West Bromwich B71 4ED","B71 4ED","41 68 ","2023","3","13","","","","52.52448019999999","-1.988599",
"AZTILEY HOLDING COMPANY LTD","14796959","Active","Private limited company","","","","64209","18 Pingle Close West Bromwich B71 3ET","B71 3ET","64","2023","4","12","","","","52.54442","-1.97464",
"TAG RESTAURANTS LIMITED","15592406","Active","Private limited company","","","","56101","58-60 Seagar Street West Bromwich B71 4AN","B71 4AN","56","2024","3","25","","","","52.52183466666666","-1.986541777777778",
"HK DRIVEWAY LIMITED","14021265","Active","Private limited company","","","","41202","144 Hargate Lane West Bromwich B71 1PL","B71 1PL","41","2022","4","3","","","","52.5251532","-1.9941180000000003",
"SLESSOR HEALTHCARE STAFFING LTD","13825086","Active","Private limited company","","","","78200","6 Camberley Rise West Bromwich B71 3NW","B71 3NW","78","2022","1","3","","","","52.545309","-1.975328",
"BBT DEVELOPMENTS LTD","14075303","Active","Private limited company","","","","68100 68209 68310 68320","1 Telford Close West Bromwich B71 2NB","B71 2NB","68   ","2022","4","28","","","","52.54265160000001","-2.0031242",
"NKETIAH COMPANY LIMITED","13895878","Active","Private limited company","","","","87300","31 Lyndhurst Road West Bromwich B71 3JE","B71 3JE","87","2022","2","5","","","","52.546958","-1.991539",
"MBB DEMOLITION LTD","14263091","Active","Private limited company","","","","41201 41202","44 Coles Lane West Bromwich B71 2QJ","B71 2QJ","41 ","2022","7","29","","","","52.539508","-1.999895",
"SSRATTU LTD","14269653","Active","Private limited company","","","","56103","14 Parsonage Street West Bromwich B71 4DL","B71 4DL","56","2022","8","2","","","","52.530678","-1.9874852",
"TAXSINGH LTD","14303174","Active","Private limited company","","","","69202","9 Hollyhedge Road West Bromwich B71 3BP","B71 3BP","69","2022","8","17","","","","52.53801933333333","-1.9823823333333332",
"147PROPERTIES LTD","14321222","Active","Private limited company","","","","68100 68209 68320","28 Navigation Lane West Bromwich B71 3NP","B71 3NP","68  ","2022","8","26","","","","52.54563","-1.975313",
"MODERN DIY CONSTRUCTIONS LTD","14323632","Active","Private limited company","","","","43999","47 Shaftesbury Street West Bromwich B71 1LP","B71 1LP","43","2022","8","30","","","","52.525704","-1.9995474000000002",
"STANCIU TRANS LIMITED","14147644","Active","Private limited by guarantee without share capital","","","","49410","Flat 67 Camberley Beaconview Road West Bromwich B71 3PF","B71 3PF","49","2022","6","1","","","","52.547227","-1.9741316000000002",
"FITANDFIXIT LTD","14185608","Active","Private limited company","","","","43220","37 Kyngston Road West Bromwich B71 4DX","B71 4DX","43","2022","6","21","","","","52.532903","-1.9834087999999999",
"SPOTTY DOG EVENTS LTD","14372331","Active","Private limited company","","","","93290","29 Heath Lane West Bromwich B71 2BD","B71 2BD","93","2022","9","23","","","","52.53481959999999","-1.986891",
"JTR GROUP SERVICES LIMITED","14398205","Active","Private limited company","","","","41202 42110","73 Bustlehome Lane West Bromwich B71 3BD","B71 3BD","41 42","2022","10","4","","","","52.53801933333333","-1.9823823333333332",
"OTIS5 LTD","14309011","Active","Private limited company","","","","47890 68100 68201 78200","21 Durham Drive West Bromwich B71 1HT","B71 1HT","47 68  78","2022","8","22","","","","52.536638800000006","-1.9929441999999997",
"GLOBAL 1 PROPERTIES LTD","14311349","Active","Private limited company","","","","68100 68201 68209 68320","12 Edwin Phillips Drive West Bromwich B71 2AZ","B71 2AZ","68   ","2022","8","22","","","","52.539912","-2.004194",
"GW SOCIAL CARE LIMITED","14611459","Active","Private limited company","","","","84120","1 Wigmore Lodge Pennyhill Lane West Bromwich B71 3RU","B71 3RU","84","2023","1","23","","","","52.53784","-1.97573",
"QUEENDOM UK LTD","14515568","Active","Private limited company","","","","90010 90020 90030 93290","35 Austen Walk West Bromwich B71 1RD","B71 1RD","90   93","2022","11","30","","","","52.529492600000005","-1.9924284",
"MARWA CAR RENT & TRADING LIMITED","14942135","Active","Private limited company","","","","45112 77110","43 Bustleholme Lane West Bromwich B71 3BQ","B71 3BQ","45 77","2023","6","17","","","","52.53801933333333","-1.9823823333333332",
"PURE CHECKOUT LTD","14966071","Active","Private limited company","","","","47910","49 Andrew Road West Bromwich B71 3QG","B71 3QG","47","2023","6","27","","","","52.5492566","-1.9756486",
"MR 4 SERVICES LIMITED","14976603","Active","Private limited company","","","","49410","8 Vowles Road West Bromwich B71 1AP","B71 1AP","49","2023","7","3","","","","52.533381999999996","-1.990237",
"ORBIT IMPEX LTD","14982930","Active","Private limited company","","","","38110 38320 39000 46770","35 Stanhurst Way West Bromwich B71 3QT","B71 3QT","38  39 46","2023","7","5","","","","52.55041","-1.97127",
"PBX U.K. LTD","14984755","Active","Private limited company","","","","49320","43 Bedford Road West Bromwich B71 2RS","B71 2RS","49","2023","7","6","","","","52.53585058333334","-2.0056599166666667",
"JAR CONSORTIUM LIMITED","14884259","Active","Private limited company","","","","68100 68209 68320","230 Walsall Road West Bromwich B71 3LS","B71 3LS","68  ","2023","5","22","","","","52.545271","-1.982851",
"RANI K ASSET MANAGEMENT LTD","14903428","Active","Private limited company","","","","68320","113 Storage King Mb003 133 Birmingham Road West Bromwich B71 4JZ","B71 4JZ","68","2023","5","30","","","","52.5096906","-1.9652818000000003",
"YELLOW BOAT LIMITED","14905923","Active","Private limited company","","","","47910","1610 Camberley West Bromwich West Midlands B71 3PF","B71 3PF","47","2023","5","31","","","","52.54575","-1.97434",
"NICUSOR & SONS LTD","14910981","Active","Private limited company","","","","41202","42 Greswold Street West Bromwich B71 1SA","B71 1SA","41","2023","6","2","","","","52.528860800000004","-2.005827",
"ELVIS URSARU CLEANING LIMITED","14786017","Active","Private limited company","","","","81222","Flat 3 Briarley Beaconview Road West Bromwich B71 3PG","B71 3PG","81","2023","4","6","","","","52.547227","-1.9741316000000002",
"CHOPRA INVESTMENT PROPERTIES LTD","14791788","Active","Private limited company","","","","68100 68209","86 Rayford Drive West Bromwich B71 3QW","B71 3QW","68 ","2023","4","11","","","","52.5492566","-1.9756486",
"CHAPMED LTD","14819799","Active","Private limited company","","","","86900 87100 87200 87300","11 Scafell Way West Bromwich B71 1DN","B71 1DN","86 87  ","2023","4","21","","","","52.53359954545454","-1.999288909090909",
"FREIGHT HOUSE LTD","14823334","Active","Private limited company","","","","50200","24 Westley Court West Bromwich B71 1HH","B71 1HH","50","2023","4","24","","","","52.53584116666667","-1.9934353333333332",
"AZORA PROPERTIES LTD","14852887","Active","Private limited company","","","","82990","18 Alexandra Crescent West Bromwich B71 3AQ","B71 3AQ","82","2023","5","8","","","","52.540438","-1.982109",
"KAMY CLICKNSHOP LTD","14855882","Active","Private limited company","","","","47910","75 Allerton Lane West Bromwich B71 2HG","B71 2HG","47","2023","5","9","","","","52.5408551","-2.0000006",
"A&S DELIVERY SERVICES LTD","14669207","Active","Private limited company","","","","49410","75 Allerton Lane West Bromwich B71 2HG","B71 2HG","49","2023","2","16","","","","52.5408551","-2.0000006",
"JAGFATEH TRANSPORT LTD","14972399","Active","Private limited company","","","","52243 52290","25 Sandfield Road West Bromwich Birmingham B71 3NF","B71 3NF","52 ","2023","6","30","","","","52.545676","-1.975313",
"R SINGH HOUSING LTD","14919442","Active","Private limited company","","","","68209","31 Glastonbury Road West Bromwich B71 2LL","B71 2LL","68","2023","6","6","","","","52.5441","-1.984462",
"J&R CHATHA CONSTRUCTION LTD","14717227","Active","Private limited company","","","","41201 41202 43290 43390","56 Bernard Street West Bromwich B71 1PJ","B71 1PJ","41  43 ","2023","3","8","","","","52.5253608","-1.994679",
"MERKOL SOLUTIONS LTD","15020335","Active","Private limited company","","","","82990","52 Albion Field Drive West Bromwich B71 4HN","B71 4HN","82","2023","7","21","","","","52.528109083333334","-1.9857145833333332",
"DELA CRUZ COACHING LTD","15040804","Active","Private limited company","","","","93199","65 Vicarage Road West Bromwich B71 1AW","B71 1AW","93","2023","7","31","","","","52.53215","-1.9927516",
"PFF CONSTRUCTION PROJECTS LTD","15047427","Active","Private limited company","","","","41201","63 Vicarage Road West Bromwich B71 1AW","B71 1AW","41","2023","8","3","","","","52.53215","-1.9927516",
"WSR SOLUTIONS LIMITED","15048853","Active","Private limited company","","","","43220","91 Church Lane West Bromwich B71 1BX","B71 1BX","43","2023","8","4","","","","52.5308954","-2.0018944",
"GILL'S GROUND WORK LIMITED","15060616","Active","Private limited by guarantee without share capital","","","","43110","18 Bedford Road West Bromwich B71 2RS","B71 2RS","43","2023","8","9","","","","52.53585058333334","-2.0056599166666667",
"MARILITA CLEANING COMPANY LTD","15075329","Active","Private limited company","","","","81210 81299","5 Crookhay Lane West Bromwich B71 2NE","B71 2NE","81 ","2023","8","16","","","","52.54265160000001","-2.0031242",
"THE GREAT I AM LTD","15095407","Active","Private limited company","","","","47789","11 Park Crescent West Bromwich B71 4AJ","B71 4AJ","47","2023","8","24","","","","52.52183466666666","-1.986541777777778",
"TIMERE LIMITED","15110310","Active","Private limited company","","","","46450","1a Charlemont Avenue West Bromwich B71 3BX","B71 3BX","46","2023","9","1","","","","52.5436666","-1.978376",
"OBSIDIAN MANAGEMENT LIMITED","15110377","Active","Private limited company","","","","47190","22 Crookhay Lane West Bromwich B71 2NG","B71 2NG","47","2023","9","1","","","","52.5423132","-2.0084206",
"KAHLON G LTD","15119732","Active","Private limited company","","","","43999","18 Navigation Lane West Bromwich B71 3NP","B71 3NP","43","2023","9","6","","","","52.54563","-1.975313",
"SINGH FITTING SERVICES LTD","15147449","Active","Private limited company","","","","43390","85 Temple Meadows Road West Bromwich B71 4DG","B71 4DG","43","2023","9","19","","","","52.5309284","-1.9851131406349203",
"GN HARDWARE LTD","15149989","Active","Private limited company","","","","46740","31 Kesteven Road West Bromwich B71 1JQ","B71 1JQ","46","2023","9","20","","","","52.537782","-1.997993",
"FATEMER SERVICES LTD","15082420","Active","Private limited company","","","","82990","52 Albion Field Drive West Bromwich B71 4HN","B71 4HN","82","2023","8","18","","","","52.528109083333334","-1.9857145833333332",
"K1 TRADING LTD","15097049","Active","Private limited company","","","","47910","25 Lones Road West Bromwich B71 4LN","B71 4LN","47","2023","8","25","","","","52.5062632","-1.9638734",
"STAY AT HOME CARE PACKAGE LTD","15132983","Active","Private limited company","","","","87300","17 Cumberland Road West Bromwich B71 1HP","B71 1HP","87","2023","9","12","","","","52.534900400000005","-1.9910176",
"SHARKZ KITCHEN LTD","15135966","Active","Private limited company","","","","10840 56103 56210 56290","6 Small Street West Bromwich B71 1NW","B71 1NW","10 56  ","2023","9","13","","","","52.5305824","-2.001904",
"GUNDZ50 CARE LTD","15155029","Active","Private limited company","","","","87200","16 Helvellyn Way West Bromwich B71 1FD","B71 1FD","87","2023","9","22","","","","52.534395399999994","-2.0012172",
"FATEH EXPRESS LTD","15171409","Active","Private limited by guarantee without share capital","","","","45200","24 Bustleholme Lane West Bromwich B71 3AP","B71 3AP","45","2023","9","28","","","","52.540572","-1.982039",
"MOHAMMAD MITHUN HOSSAIN LIMITED","15177234","Active","Private limited company","","","","47910","735 Camberley Beaconview Road West Midlands B71 3PF","B71 3PF","47","2023","9","30","","","","52.547227","-1.9741316000000002",
"ASTAR LUXURY LIVING LTD","15180650","Active","Private limited company","","","","68201","35 Albion Road Sandwell West Bromwich B71 4LJ","B71 4LJ","68","2023","10","2","","","","52.5072504","-1.9647165999999998",
"JAHAAN LIMITED","15185284","Active","Private limited company","","","","47910","Flat 77 Briarley Beaconview Road West Bromwich B71 3PQ","B71 3PQ","47","2023","10","3","","","","52.547227","-1.9741316000000002",
"THRIVE CONSULTING GROUP LTD","15189904","Active","Private limited company","","","","78300","31 Lellow Street West Bromwich B71 2HP","B71 2HP","78","2023","10","5","","","","52.5405087","-2.0000195",
"RC REMOVALS LTD","15195205","Active","Private limited company","","","","49420","14 Nottingham Drive West Bromwich B71 2SX","B71 2SX","49","2023","10","8","","","","52.53820166666667","-2.0026816666666662",
"ANTONIO ARNO LTD","15212906","Active","Private limited company","","","","23420","35 West Bromwich Sandwell District B71 3JQ","B71 3JQ","23","2023","10","16","","","","52.5362099","-1.98588",
"SADRIC JOHNNY LTD","15213013","Active","Private limited company","","","","10110","73 West Bromwich Sandwell District B71 3JQ","B71 3JQ","10","2023","10","16","","","","52.5362099","-1.98588",
"DPT-FAM CONTRACTORS LTD","15217744","Active","Private limited company","","","","43999","19 Sheridan Street West Bromwich West Midlands B71 4EE","B71 4EE","43","2023","10","17","","","","52.52448019999999","-1.988599",
"NSPIREHIGHER LTD","15160503","Active","Private limited company","","","","46499","15 Westley Court West Bromwich B71 1HH","B71 1HH","46","2023","9","23","","","","52.53584116666667","-1.9934353333333332",
"KBASS LTD","15164628","Active","Private limited company","","","","82990","58 Beaconsfield Street West Bromwich B71 1QH","B71 1QH","82","2023","9","26","","","","52.5293798","-1.99557",
"VERA CLEANERS LTD","15167872","Active","Private limited company","","","","81299","39 Harrington Croft West Bromwich B71 3RJ","B71 3RJ","81","2023","9","27","","","","52.53677133333334","-1.9824263333333334",
"RXBDISTRIBUTIONS LTD","15169019","Active","Private limited company","","","","47910","46 Dagger Lane West Bromwich B71 4BS","B71 4BS","47","2023","9","27","","","","52.5279122","-1.9832022999999999",
"THOLLO RETAIL LTD","15170428","Active","Private limited company","","","","47910","1 Whittington Close West Bromwich B71 3EX","B71 3EX","47","2023","9","27","","","","52.5432486","-1.9745085",
"JULIUS KENNEDY LTD","15208404","Active","Private limited company","","","","15200","78 Stanley Road West Bromwich B71 3JQ","B71 3JQ","15","2023","10","12","","","","52.546812","-1.991532",
